Sample,Response,RT,Correct,participant,session,gender,experiment_name,date,
4060,,,0,,001,,Hysterisis,"January 25, 2019",
4060,,,0,,001,,Hysterisis,"January 25, 2019",
4060,,,0,,001,,Hysterisis,"January 25, 2019",
4060,,,0,,001,,Hysterisis,"January 25, 2019",
4060,,,0,,001,,Hysterisis,"January 25, 2019",
4060,,,0,,001,,Hysterisis,"January 25, 2019",
4060,,,0,,001,,Hysterisis,"January 25, 2019",
4060,m,0.33697164299999827,1,,001,,Hysterisis,"January 25, 2019",
4060,n,0.013319814999995572,0,,001,,Hysterisis,"January 25, 2019",
4060,,,0,,001,,Hysterisis,"January 25, 2019",
4060,,,0,,001,,Hysterisis,"January 25, 2019",
4060,,,0,,001,,Hysterisis,"January 25, 2019",
4060,,,0,,001,,Hysterisis,"January 25, 2019",
4060,,,0,,001,,Hysterisis,"January 25, 2019",
4060,,,0,,001,,Hysterisis,"January 25, 2019",
4060,,,0,,001,,Hysterisis,"January 25, 2019",
4060,,,0,,001,,Hysterisis,"January 25, 2019",
4060,,,0,,001,,Hysterisis,"January 25, 2019",
4060,,,0,,001,,Hysterisis,"January 25, 2019",
4060,,,0,,001,,Hysterisis,"January 25, 2019",
4060,,,0,,001,,Hysterisis,"January 25, 2019",
4060,,,0,,001,,Hysterisis,"January 25, 2019",
4060,,,0,,001,,Hysterisis,"January 25, 2019",
4060,,,0,,001,,Hysterisis,"January 25, 2019",
4060,,,0,,001,,Hysterisis,"January 25, 2019",
4060,m,2.440500650000004,1,,001,,Hysterisis,"January 25, 2019",
4060,,,0,,001,,Hysterisis,"January 25, 2019",
4060,,,0,,001,,Hysterisis,"January 25, 2019",
4060,,,0,,001,,Hysterisis,"January 25, 2019",
4060,,,0,,001,,Hysterisis,"January 25, 2019",
4060,,,0,,001,,Hysterisis,"January 25, 2019",
4060,,,0,,001,,Hysterisis,"January 25, 2019",
4060,,,0,,001,,Hysterisis,"January 25, 2019",
4060,,,0,,001,,Hysterisis,"January 25, 2019",
4060,,,0,,001,,Hysterisis,"January 25, 2019",
